samplestamps,C1,C2,C3,C4,C5,C6,C7,C8
84726558,-1240.8353271484375,-1289.4007568359375,-1319.714599609375,-1316.042724609375,-1315.427978515625,-1295.63134765625,-1315.2701416015625,-1273.9156494140625
84726560,-2640.434326171875,-2743.800048828125,-2817.931640625,-2811.979248046875,-2811.85888671875,-2767.509521484375,-2814.259765625,-2700.0654296875
84726562,-1961.7939453125,-2034.089599609375,-2098.626220703125,-2089.259521484375,-2085.965576171875,-2055.73046875,-2087.79736328125,-2001.225341796875
84726564,330.0927429199219,338.9983215332031,344.4604797363281,351.7336730957031,359.5966796875,352.2819519042969,355.4138488769531,342.66607666015625
84726566,1842.8643798828125,1890.349853515625,1936.3524169921875,1932.8050537109375,1946.537353515625,1917.182861328125,1941.3367919921875,1869.772216796875
84726568,1366.9508056640625,1377.164794921875,1402.1204833984375,1398.3115234375,1403.8983154296875,1394.7392578125,1397.430908203125,1367.5946044921875
84726570,1471.9820556640625,1497.955322265625,1526.4873046875,1522.92333984375,1528.343994140625,1514.142333984375,1523.8870849609375,1481.9801025390625
84726572,1054.49072265625,1087.986328125,1117.984619140625,1113.494384765625,1120.173583984375,1103.2347412109375,1113.0416259765625,1071.9654541015625
84726574,17.59935188293457,26.82893943786621,33.686744689941406,26.99924087524414,33.47490692138672,28.926572799682617,25.537128448486328,9.055130004882812
84726576,-2279.5126953125,-2357.55712890625,-2426.259765625,-2433.67431640625,-2428.158203125,-2390.0185546875,-2428.835205078125,-2340.514404296875
84726578,-2493.006103515625,-2572.17626953125,-2648.73779296875,-2645.572509765625,-2647.1220703125,-2598.53173828125,-2644.77099609375,-2541.6669921875
84726580,-1159.34326171875,-1193.005126953125,-1230.3013916015625,-1223.34814453125,-1221.935791015625,-1195.50146484375,-1217.3251953125,-1167.214599609375
84726582,1396.3551025390625,1450.025390625,1485.473388671875,1490.9189453125,1497.5482177734375,1482.860595703125,1499.446533203125,1438.2371826171875
84726584,1651.4522705078125,1690.4432373046875,1717.0479736328125,1715.074951171875,1725.9617919921875,1709.928466796875,1724.3751220703125,1670.8251953125
84726586,1359.8853759765625,1389.0860595703125,1413.0281982421875,1412.4466552734375,1419.902587890625,1407.7529296875,1418.66064453125,1384.2843017578125
84726588,1331.3367919921875,1366.3277587890625,1394.4818115234375,1394.087158203125,1397.817138671875,1392.6624755859375,1396.890869140625,1355.0960693359375
84726590,785.6072998046875,821.7904663085938,848.939208984375,849.1095581054688,855.57275390625,851.028564453125,854.2642822265625,813.075927734375
84726592,-1130.761474609375,-1163.3848876953125,-1185.8358154296875,-1192.8056640625,-1182.953125,-1163.8583984375,-1183.92919921875,-1146.5498046875
84726594,-2693.72265625,-2783.642578125,-2857.570556640625,-2858.16455078125,-2853.2880859375,-2809.8193359375,-2856.29541015625,-2736.136474609375
84726596,-2064.100341796875,-2129.974365234375,-2190.14111328125,-2180.97802734375,-2179.5615234375,-2146.792724609375,-2183.383056640625,-2091.751708984375
84726598,131.1540069580078,138.72210693359375,144.3337860107422,156.2674560546875,160.59979248046875,158.86769104003906,161.4928436279297,152.77001953125
84726600,1810.7061767578125,1855.707763671875,1909.182861328125,1910.5743408203125,1921.03759765625,1893.8887939453125,1922.59521484375,1847.259033203125
84726602,1393.8753662109375,1400.9200439453125,1433.040771484375,1428.38037109375,1441.3233642578125,1423.4498291015625,1434.9764404296875,1398.4984130859375
84726604,1446.4033203125,1460.4056396484375,1502.9647216796875,1498.3125,1505.6480712890625,1484.4805908203125,1501.9345703125,1461.3692626953125
84726606,1121.34912109375,1144.497802734375,1181.9727783203125,1182.392333984375,1191.6343994140625,1165.756591796875,1189.40380859375,1137.129150390625
84726608,143.7605743408203,150.56854248046875,167.11700439453125,163.9227752685547,171.6570281982422,160.08058166503906,176.02259826660156,144.3337860107422
84726610,-2158.67236328125,-2245.734619140625,-2300.705078125,-2301.30322265625,-2299.919921875,-2263.059814453125,-2294.74853515625,-2210.2119140625
84726612,-2522.896484375,-2617.9169921875,-2684.9873046875,-2679.238525390625,-2678.557373046875,-2638.760498046875,-2675.37158203125,-2570.12841796875
